latitude,longitude,altitude,geometry,street,neighbourhood,currentResult,votesTotal,osmnodeid,marker-color,comment
49.613663,6.125251,,Point,Avenue Amélie,Ville-Haute,12,6,node/1587861866,#FF0000,
49.615033,6.12214,,Point,Rue Nicolas Adames,Ville-Haute,2,6,node/1587862007,#FF0000,
49.606049,6.104034,,Point,Rue Jean Schoetter,Belair,2,6,node/1613817415,#FF0000,
49.622328,6.145937,,Point,Rue Alcide de Gasperi,Kirchberg,0,6,node/1626348380,#FFD700,
49.625574,6.136205,,Point,Rue des Forains,Weimerskirch,2,6,node/1626348897,#FF0000,
49.62563,6.137232,,Point,Rue de Kirchberg,Weimerskirch,2,6,node/1626348914,#FF0000,
49.578988,6.1119,,Point,Impasse Drosbach,Cessange,12,9,node/1629548380,#FF0000,
49.614359,6.112356,,Point,Rue Nicolas Simmer,Belair,12,10,node/1630169776,#FF0000,
49.617985,6.119424,,Point,Rue Henri VII,Limpertsberg,2,6,node/1630169791,#FF0000,
49.617985,6.119167,,Point,Avenue de la Faïencerie,Limpertsberg,2,6,node/1630169804,#FF0000,
49.619511,6.116161,,Point,Rue François Faber,Limpertsberg,2,10,node/1630169847,#FF0000,
49.619911,6.115873,,Point,Rue Nicolas Steffen-Pierret,Limpertsberg,12,8,node/1630169881,#FF0000,
49.622031,6.115147,,Point,Rue Frantz Clément,Limpertsberg,12,8,node/1630169910,#FF0000,
49.622259,6.11473,,Point,Rue Léandre Lacroix,Limpertsberg,0,11,node/1630169921,#FFD700,
49.622251,6.114903,,Point,Rue Frantz Clément,Limpertsberg,2,11,node/1630169925,#FF0000,
49.62236,6.114927,,Point,Rue Léandre Lacroix,Limpertsberg,0,11,node/1630169931,#FFD700,
49.625878,6.114107,,Point,Rue de l'Avenir,Limpertsberg,2,11,node/1630170036,#FF0000,
49.626913,6.127244,,Point,Rue de Mühlenbach,Eich,2,13,node/1630170085,#FF0000,
49.63069,6.132984,,Point,Montée Pilate,Eich,2,13,node/1630170156,#FF0000,
49.633159,6.137759,,Point,Route d'Echternach,Dommeldange,2,13,node/1630456202,#FF0000,
49.634832,6.137198,,Point,Rue des Hauts-Fourneaux,Dommeldange,2,14,node/1630456244,#FF0000,
49.643031,6.134862,,Point,Rue Henri Dunant,Beggen,2,10,node/1630456303,#FF0000,
49.644176,6.134789,,Point,Rue Cyprien Merjai,Beggen,2,8,node/1630456327,#FF0000,
49.644162,6.134443,,Point,Rue Cyprien Merjai,Beggen,2,8,node/1630456336,#FF0000,
49.646872,6.134122,,Point,Rue Henri Dunant,Beggen,10,7,node/1630456384,#FFD700,
49.639203,6.145216,,Point,Rue Jean Engling,Dommeldange,2,6,node/1634929668,#FF0000,
49.639464,6.145932,,Point,Rue Jean Engling,Dommeldange,2,6,node/1634929671,#FF0000,
49.639745,6.146704,,Point,Rue Jean Engling,Dommeldange,12,6,node/1634929677,#FF0000,
49.60493,6.124353,,Point,Boulevard de la Pétrusse,Gare,2,6,node/1649303392,#FF0000,
49.604932,6.124896,,Point,Rue Michel Welter,Gare,2,6,node/1649303405,#FF0000,
49.60514,6.12449,,Point,Boulevard de la Pétrusse,Gare,0,6,node/1649303409,#FFD700,
49.583737,6.113959,,Point,Rue Eugène Ruppert,Gasperich,2,6,node/1660580577,#FF0000,
49.613236,6.115917,,Point,Val Sainte-Croix,Belair,2,6,node/1688440822,#FF0000,
49.603708,6.107736,,Point,Rue Marguerite de Brabant,Hollerich,2,6,node/1698603383,#FF0000,
49.607008,6.090816,,Point,Rue de Strassen,Merl,12,6,node/1698668322,#FF0000,
49.636519,6.162246,,Point,Boulevard Pierre Frieden,Kirchberg,10,6,node/1716009228,#FFD700,
49.636777,6.163198,,Point,Boulevard Pierre Frieden,Kirchberg,2,6,node/1716009231,#FF0000,
49.600374,6.129175,,Point,Rue du Commerce,Gare,2,6,node/1716137892,#FF0000,
49.600646,6.128815,,Point,Rue Mil Neuf Cents,Gare,2,6,node/1716137903,#FF0000,
49.600696,6.129264,,Point,Rue de Strasbourg,Gare,2,6,node/1716137923,#FF0000,
49.600788,6.130576,,Point,Rue Joseph Junck,Gare,2,6,node/1716137935,#FF0000,
49.601033,6.130596,,Point,Rue de Strasbourg,Gare,2,6,node/1716137942,#FF0000,
49.615369,6.160246,,Point,Rue de Trèves,Cents,12,6,node/1716406247,#FF0000,
49.619264,6.176277,,Point,Rue Cents,Cents,2,6,node/1716406515,#FF0000,
49.606862,6.15502,,Point,Rue Mihály Munkácsy,Hamm,2,6,node/1716482804,#FF0000,
49.607539,6.15702,,Point,Rue Thomas Byrne,Hamm,12,6,node/1716482827,#FF0000,
49.607844,6.157835,,Point,Rue Eugène Wolff,Hamm,2,6,node/1716482839,#FF0000,
49.603246,6.130514,,Point,Rue André Duchscher,Gare,12,5,node/1716493603,#FF0000,
49.603572,6.130421,,Point,Rue Sainte-Zithe,Gare,2,6,node/1716493627,#FF0000,
49.604953,6.131655,,Point,Rue Dicks,Gare,12,5,node/1716493668,#FF0000,
49.592805,6.139749,,Point,Rue de Wiltz,Bonnevoie,2,6,node/1716620096,#FF0000,
49.610248,6.11204,,Point,Rue Charles Arendt,Belair,12,6,node/1717863803,#FF0000,
49.61514,6.116504,,Point,Rue de Rollingergrund,Rollingergrund,12,6,node/1718417133,#FF0000,
49.621612,6.105776,,Point,Rue de Rollingergrund,Rollingergrund,2,6,node/1718417201,#FF0000,
49.626874,6.124474,,Point,Rue Eecherschmelz,Eich,10,6,node/1718530049,#FFD700,
49.620753,6.131584,,Point,Rue Laurent Menager,Pfaffenthal,12,5,node/1719185396,#FF0000,
49.621712,6.131581,,Point,Rue Laurent Menager,Pfaffenthal,12,6,node/1719185418,#FF0000,
49.622055,6.14516,,Point,,Kirchberg,0,6,node/1736446409,#FFD700,
49.602868,6.141959,,Point,Boulevard de la Fraternité,Verlorenkost,2,6,node/1737047897,#FF0000,
49.616705,6.150707,,Point,Rue de Neudorf,Clausen,2,6,node/1758326366,#FF0000,
49.626933,6.166678,,Point,Rue du Kiem,Neudorf-Weimershof,12,6,node/1764147161,#FF0000,
49.603345,6.141945,,Point,Boulevard de la Fraternité,Verlorenkost,12,6,node/1768825599,#FF0000,
49.604039,6.125973,,Point,Rue Michel Rodange,Gare,2,6,node/1769174763,#FF0000,
49.60411,6.126106,,Point,Rue Michel Rodange,Gare,12,6,node/1769174764,#FF0000,
49.606809,6.126756,,Point,Rue Sainte-Zithe,Gare,2,6,node/1769174772,#FF0000,
49.614207,6.155511,,Point,Rue de Trèves,Cents,2,6,node/1781112933,#FF0000,
49.594135,6.138322,,Point,Rue de l'Hippodrome,Bonnevoie,12,5,node/1781390988,#FF0000,
49.594696,6.137551,,Point,Route de Thionville,Bonnevoie,2,6,node/1781390989,#FF0000,
49.595037,6.136741,,Point,Route de Thionville,Bonnevoie,2,6,node/1781390992,#FF0000,
49.595693,6.140635,,Point,Rue Marguerite-Séraphine Beving,Bonnevoie,2,6,node/1781390998,#FF0000,
49.595884,6.141489,,Point,Rue Fernand d'Huart,Bonnevoie,0,6,node/1781391001,#FFD700,
49.596021,6.141523,,Point,Rue Xavier de Feller,Bonnevoie,2,6,node/1781391005,#FF0000,
49.596033,6.141271,,Point,Rue Jean-Baptiste Gellé,Bonnevoie,2,6,node/1781391006,#FF0000,
49.597333,6.140253,,Point,Rue Jean-Baptiste Gellé,Bonnevoie,2,6,node/1781391008,#FF0000,
49.599062,6.139993,,Point,Rue des Trévires,Verlorenkost,2,6,node/1781391010,#FF0000,
49.599288,6.140089,,Point,Rue des Trévires,Verlorenkost,2,6,node/1781391011,#FF0000,
49.60046,6.140454,,Point,Rue des Trévires,Verlorenkost,2,6,node/1781391012,#FF0000,
49.600494,6.140306,,Point,Rue des Romains,Verlorenkost,2,6,node/1781391013,#FF0000,
49.600588,6.140509,,Point,Rue des Romains,Verlorenkost,2,6,node/1781391014,#FF0000,
49.601233,6.139756,,Point,Rue Félix de Blochausen,Verlorenkost,2,6,node/1781391015,#FF0000,
49.601308,6.139962,,Point,Rue Félix de Blochausen,Verlorenkost,2,6,node/1781391016,#FF0000,
49.601328,6.139801,,Point,Rue des Trévires,Verlorenkost,2,6,node/1781391018,#FF0000,
49.601704,6.139468,,Point,Rue des Trévires,Verlorenkost,2,6,node/1781391019,#FF0000,
49.601858,6.13933,,Point,Rue des Trévires,Verlorenkost,2,6,node/1781391020,#FF0000,
49.602362,6.138867,,Point,Rue des Trévires,Verlorenkost,2,6,node/1781391021,#FF0000,
49.602674,6.139399,,Point,Rue de Chicago,Verlorenkost,0,6,node/1781391028,#FFD700,
49.603747,6.136977,,Point,Rue des Trévires,Verlorenkost,2,6,node/1781391053,#FF0000,
49.613829,6.153956,,Point,Rue de Trèves,Cents,2,6,node/1781391079,#FF0000,
49.613965,6.135425,,Point,Rue Vauban,Pfaffenthal,12,6,node/1781391082,#FF0000,
49.614316,6.142951,,Point,Allée Pierre de Mansfeld,Clausen,0,6,node/1781391083,#FFD700,
49.617592,6.169375,,Point,Rue Cents,Cents,2,6,node/1781391086,#FF0000,
49.618341,6.172441,,Point,Rue Cents,Cents,2,6,node/1781391090,#FF0000,
49.62663,6.137158,,Point,Rue de Kirchberg,Weimerskirch,0,6,node/1781391096,#FFD700,
49.59888,6.132411,,Point,Rue du Commerce,Gare,10,5,node/1783876424,#FFD700,
49.599092,6.131468,,Point,Rue du Commerce,Gare,0,6,node/1783876425,#FFD700,
49.605015,6.128316,,Point,,Clausen,2,6,node/1783876455,#FF0000,
49.605977,6.12921,,Point,,Clausen,0,6,node/1783876478,#FFD700,
49.580283,6.116203,,Point,Rue Émile Bian,Gasperich,2,6,node/1783982215,#FF0000,
49.580321,6.117867,,Point,Rue Robert Stumper,Gasperich,2,6,node/1783982216,#FF0000,
49.580324,6.115697,,Point,Rue Émile Bian,Gasperich,2,6,node/1783982217,#FF0000,
49.58363,6.113697,,Point,Rue Guillaume J. Kroll,Gasperich,2,6,node/1783982221,#FF0000,
49.583649,6.118494,,Point,Rue Robert Stumper,Gasperich,2,6,node/1783982222,#FF0000,
49.591242,6.124912,,Point,Rue Tony Bourg,Gasperich,2,6,node/1783982225,#FF0000,
49.593165,6.119555,,Point,Rue de Gasperich,Gasperich,12,6,node/1783982231,#FF0000,
49.59319,6.119346,,Point,Rue Ludwig van Beethoven,Gasperich,12,6,node/1783982232,#FF0000,
49.594052,6.126698,,Point,Rue de la Déportation,Gasperich,2,6,node/1783982235,#FF0000,
49.597407,6.117751,,Point,Route d'Esch,Hollerich,12,6,node/1783982237,#FF0000,
49.597686,6.124828,,Point,Rue de l'Aciérie,Gare,2,6,node/1783982239,#FF0000,
49.599095,6.129599,,Point,Rue du Fort Wedell,Gare,0,6,node/1783982255,#FFD700,
49.600029,6.130104,,Point,Rue du Fort Wedell,Gare,0,6,node/1783982265,#FFD700,
49.600092,6.130252,,Point,Rue d'Épernay,Gare,2,6,node/1783982267,#FF0000,
49.600738,6.130474,,Point,Rue du Fort Wedell,Gare,0,6,node/1783982269,#FFD700,
49.59662,6.137896,,Point,Rue de Hesperange,Bonnevoie,12,6,node/1786490768,#FF0000,
49.602894,6.135167,,Point,Rue du Fort Neipperg,Gare,2,6,node/1793462467,#FF0000,
49.603772,6.133217,,Point,Avenue de la Gare,Gare,2,6,node/1793462493,#FF0000,
49.603606,6.115031,,Point,Rue Marie-Adélaïde,Hollerich,2,6,node/1796468549,#FF0000,
49.607202,6.114913,,Point,Rue de Bragance,Hollerich,2,6,node/1796468560,#FF0000,
49.615823,6.102828,,Point,Route d'Arlon,Belair,2,6,node/1801780578,#FF0000,
49.611393,6.120173,,Point,Allée Marconi,Ville-Haute,12,5,node/1802924484,#FF0000,
49.618662,6.122798,,Point,Rue Alfred de Musset,Limpertsberg,2,6,node/1802924568,#FF0000,
49.619047,6.121649,,Point,Rue Henri VII,Limpertsberg,2,6,node/1802924577,#FF0000,
49.620677,6.123908,,Point,Rue Henri VII,Limpertsberg,0,6,node/1802924599,#FFD700,
49.621266,6.123859,,Point,Rue Lamartine,Limpertsberg,2,6,node/1802924612,#FF0000,
49.623837,6.122379,,Point,Avenue du Bois,Limpertsberg,2,6,node/1803351608,#FF0000,
49.623996,6.122331,,Point,Avenue du Bois,Limpertsberg,2,6,node/1803351611,#FF0000,
49.624602,6.12198,,Point,Boulevard John J. Pershing,Limpertsberg,2,6,node/1803351613,#FF0000,
49.624608,6.122267,,Point,Boulevard Docteur Ernest Feltgen,Limpertsberg,10,6,node/1803351614,#FFD700,
49.629049,6.173583,,Point,Rue des Labours,Neudorf-Weimershof,12,6,node/1813875048,#FF0000,
49.629067,6.1748,,Point,Rue des Labours,Neudorf-Weimershof,2,6,node/1813875049,#FF0000,
49.629419,6.169751,,Point,Rue des Carrières,Neudorf-Weimershof,2,6,node/1813875062,#FF0000,
49.615456,6.106135,,Point,Rue Nicolas Petit,Belair,12,6,node/1835149404,#FF0000,
49.627932,6.133485,,Point,Rue de Stavelot,Weimerskirch,12,5,node/1835509840,#FF0000,
49.628592,6.135767,,Point,Rue Schetzel,Weimerskirch,10,6,node/1835509850,#FFD700,
49.592159,6.121479,,Point,Rue de Gasperich,Gasperich,2,6,node/1961091828,#FF0000,
49.602348,6.116829,,Point,Rue Raymond Poincaré,Hollerich,2,6,node/1961168841,#FF0000,
49.60245,6.117003,,Point,Rue Raymond Poincaré,Hollerich,2,6,node/1961168864,#FF0000,
49.631807,6.177562,,Point,Rue Joseph Leydenbach,Neudorf-Weimershof,2,6,node/1993983590,#FF0000,
49.623639,6.16068,,Point,Rue des Muguets,Neudorf-Weimershof,0,6,node/2006188027,#FFD700,
49.623623,6.160856,,Point,Rue des Marguerites,Neudorf-Weimershof,2,6,node/2006188036,#FF0000,
49.623756,6.160867,,Point,Rue des Muguets,Neudorf-Weimershof,2,6,node/2006188040,#FF0000,
49.623756,6.160731,,Point,Rue des Marguerites,Neudorf-Weimershof,0,6,node/2006188043,#FFD700,
49.626579,6.163884,,Point,Rue des Muguets,Neudorf-Weimershof,0,6,node/2006188051,#FFD700,
49.627483,6.164899,,Point,Rue des Muguets,Neudorf-Weimershof,2,6,node/2006188082,#FF0000,
49.619898,6.12617,,Point,Rue des Glacis,Limpertsberg,2,6,node/2019936757,#FF0000,
49.620747,6.129609,,Point,Rue des Glacis,Limpertsberg,2,6,node/2019936760,#FF0000,
49.620855,6.129373,,Point,Ancienne Côte d'Eich,Limpertsberg,12,5,node/2019936762,#FF0000,
49.621408,6.126799,,Point,Rue Guillaume Schneider,Limpertsberg,2,6,node/2019936783,#FF0000,
49.59038,6.140957,,Point,Rue de Neufchâteau,Bonnevoie,2,6,node/2056803114,#FF0000,
49.596991,6.137303,,Point,Rue des Ardennes,Bonnevoie,2,6,node/2056803215,#FF0000,
49.597028,6.136971,,Point,Rue des Ardennes,Bonnevoie,0,6,node/2056803216,#FFD700,
49.597099,6.137151,,Point,Rue Sigismond,Bonnevoie,12,6,node/2056803217,#FF0000,
49.597112,6.134608,,Point,Dernier Sol,Bonnevoie,0,6,node/2056803218,#FFD700,
49.597534,6.135016,,Point,Rue du Puits,Bonnevoie,12,6,node/2056803220,#FF0000,
49.603022,6.129021,,Point,Rue Sainte-Zithe,Gare,2,6,node/2128284390,#FF0000,
49.603937,6.129518,,Point,Rue Sainte-Zithe,Gare,2,6,node/2128284513,#FF0000,
49.596462,6.144557,,Point,Rue des Prés,Bonnevoie,0,6,node/2149813104,#FFD700,
49.596643,6.144432,,Point,Rue des Prés,Bonnevoie,0,6,node/2149813116,#FFD700,
49.596764,6.146096,,Point,Rue Jean-François Gangler,Bonnevoie,12,5,node/2149813124,#FF0000,
49.596877,6.147618,,Point,Rue Nicolas Martha,Bonnevoie,2,6,node/2149813133,#FF0000,
49.597048,6.147542,,Point,Rue Nicolas Martha,Bonnevoie,2,6,node/2149813147,#FF0000,
49.597471,6.141523,,Point,Rue Pierre Krier,Bonnevoie,2,6,node/2149813171,#FF0000,
49.597505,6.147284,,Point,Rue Nicolas Martha,Bonnevoie,2,6,node/2149813172,#FF0000,
49.597568,6.147094,,Point,Rue Tony Dutreux,Bonnevoie,2,6,node/2149813173,#FF0000,
49.597608,6.147341,,Point,Rue Tony Dutreux,Bonnevoie,2,6,node/2149813174,#FF0000,
49.597678,6.147181,,Point,Rue Nicolas Martha,Bonnevoie,2,6,node/2149813175,#FF0000,
49.601127,6.137686,,Point,Rue des Gaulois,Verlorenkost,0,6,node/2149813225,#FFD700,
49.60123,6.137728,,Point,Rue Pierre Hentges,Verlorenkost,0,6,node/2149813226,#FFD700,
49.61866,6.099938,,Point,Rue Michel Engels,Rollingergrund,2,6,node/2154033746,#FF0000,
49.619765,6.120128,,Point,Avenue Pasteur,Limpertsberg,2,6,node/2187358103,#FF0000,
49.61981,6.120336,,Point,Rue Antoine Zinnen,Limpertsberg,2,6,node/2187358107,#FF0000,
49.620305,6.119091,,Point,Avenue Pasteur,Limpertsberg,2,6,node/2187358213,#FF0000,
49.622234,6.117037,,Point,Avenue Pasteur,Limpertsberg,2,6,node/2187358277,#FF0000,
49.617361,6.115622,,Point,Rue Jean-François Boch,Ville-Haute,10,6,node/2220046241,#FFD700,
49.612387,6.143468,,Point,Rue de la Tour Jacob,Clausen,0,6,node/2239536063,#FFD700,
49.592032,6.127002,,Point,Mühlenweg,Gasperich,2,6,node/2252612957,#FF0000,
49.61116,6.140512,,Point,Rue de la Tour Jacob,Clausen,0,6,node/2258844162,#FFD700,
49.620477,6.14962,,Point,Rue du Fort Thüngen,Kirchberg,0,6,node/2258853063,#FFD700,
49.608289,6.129492,,Point,,Clausen,0,6,node/2269889360,#FFD700,
49.643785,6.1293,,Point,Rue de Beggen,Beggen,2,6,node/2285138071,#FF0000,
49.643902,6.129408,,Point,Rue Cyprien Merjai,Beggen,12,6,node/2285138072,#FF0000,
49.632624,6.135978,,Point,Route d'Echternach,Eich,0,6,node/2288153804,#FFD700,
49.645482,6.126936,,Point,Rue de Beggen,Beggen,2,6,node/2302715679,#FF0000,
49.608545,6.107711,,Point,Rue Astrid,Belair,2,6,node/2339733171,#FF0000,
49.598606,6.149567,,Point,Rue d'Itzig,Bonnevoie,12,6,node/2345071618,#FF0000,
49.598735,6.149278,,Point,Rue Pierre Krier,Bonnevoie,12,6,node/2345071621,#FF0000,
49.598757,6.149713,,Point,Rue Anatole France,Bonnevoie,2,6,node/2345071623,#FF0000,
49.623044,6.131218,,Point,Rue Michel Hülsemann,Pfaffenthal,2,6,node/2347242828,#FF0000,
49.621899,6.126861,,Point,Rue des Cerisiers,Limpertsberg,12,6,node/2349832539,#FF0000,
49.5983,6.118038,,Point,Rue Baudouin,Hollerich,2,6,node/2361065052,#FF0000,
49.59783,6.144042,,Point,Rue Pierre Krier,Bonnevoie,12,6,node/2500103036,#FF0000,
49.625444,6.1202,,Point,Rue de l'Avenir,Limpertsberg,2,6,node/2500103038,#FF0000,
49.632356,6.167475,,Point,Rue Jean Monnet,Kirchberg,2,6,node/2559011566,#FF0000,
49.617313,6.163654,,Point,Rue Léon Kauffman,Cents,0,6,node/2668775790,#FFD700,
49.590919,6.141521,,Point,Rue du Cimetière,Bonnevoie,12,6,node/2728590977,#FF0000,
49.621822,6.129167,,Point,Rue des Glacis,Limpertsberg,12,5,node/2846819592,#FF0000,
49.597543,6.141681,,Point,Place du Parc,Bonnevoie,2,6,node/2894509163,#FF0000,
49.597704,6.14393,,Point,Rue des Prés,Bonnevoie,2,6,node/2894509164,#FF0000,
49.597853,6.14158,,Point,Place du Parc,Bonnevoie,2,6,node/2894509165,#FF0000,
49.597902,6.141385,,Point,Rue du Parc,Bonnevoie,2,6,node/2894509166,#FF0000,
49.598026,6.14475,,Point,Rue Émile Duployé,Bonnevoie,2,6,node/2894509167,#FF0000,
49.593137,6.14877,,Point,Rue Nicolas Martha,Bonnevoie,2,6,node/2894555885,#FF0000,
49.596502,6.150181,,Point,Rue Michel Gehrend,Bonnevoie,2,6,node/2894556314,#FF0000,
49.623605,6.146265,,Point,Rue Albert Wehrer,Kirchberg,0,6,node/2898677988,#FFD700,
49.598019,6.132243,,Point,Pont Jean-Pierre Buchler,Gare,0,6,node/2899319558,#FFD700,
49.589411,6.125859,,Point,Rue Christophe Colomb,Gasperich,2,6,node/2925751700,#FF0000,
49.599572,6.132988,,Point,Place de la Gare,Gare,10,6,node/3205936463,#FFD700,
49.598185,6.13257,,Point,,Gare,0,6,node/3205936470,#FFD700,
49.598198,6.132549,,Point,,Gare,0,6,node/3205936471,#FFD700,
49.635131,6.134237,,Point,Rue de Beggen,Beggen,12,6,node/3344932250,#FF0000,
49.637967,6.132146,,Point,Rue de Beggen,Beggen,2,6,node/3344932251,#FF0000,
49.641734,6.130262,,Point,Rue de Beggen,Beggen,2,6,node/3344932255,#FF0000,
49.648122,6.127835,,Point,Rue de Beggen,Beggen,2,6,node/3344932260,#FF0000,
49.593407,6.139082,,Point,Rue Saint-Willibrord,Bonnevoie,0,6,node/3400421030,#FFD700,
49.592321,6.140089,,Point,Rue de Clervaux,Bonnevoie,0,6,node/3400421038,#FFD700,
49.613278,6.126098,,Point,Avenue Amélie,Ville-Haute,0,6,node/3407588910,#FFD700,
49.612269,6.118746,,Point,Rue Jean-Pierre Brasseur,Ville-Haute,2,6,node/3448544252,#FF0000,
49.601198,6.11962,,Point,Rue Antoine Meyer,Hollerich,2,6,node/3457429057,#FF0000,
49.60248,6.120309,,Point,Rue des Girondins,Hollerich,2,6,node/3457429066,#FF0000,
49.620515,6.1808,,Point,Rue Pierre Kohner,Cents,2,5,node/3544465960,#FF0000,
49.619795,6.178051,,Point,Op der Heed,Cents,2,5,node/3544465970,#FF0000,
49.609401,6.097479,,Point,Rue des Aubépines,Merl,0,5,node/3609011489,#FFD700,
49.62646,6.151618,,Point,Rue Léon Hengen,Kirchberg,0,5,node/3609199305,#FFD700,
49.620689,6.139361,,Point,Boulevard Konrad Adenauer,Kirchberg,12,5,node/3609255708,#FF0000,
49.6207,6.139312,,Point,Boulevard Konrad Adenauer,Kirchberg,12,5,node/3609255709,#FF0000,
49.626552,6.151662,,Point,Rue Léon Hengen,Kirchberg,2,5,node/3609255765,#FF0000,
49.619132,6.121386,,Point,Avenue Pasteur,Limpertsberg,2,5,node/3762454003,#FF0000,
49.61902,6.121441,,Point,Rue Henri VII,Limpertsberg,2,5,node/3762454004,#FF0000,
49.619026,6.121749,,Point,Avenue Pasteur,Limpertsberg,2,5,node/3762454005,#FF0000,
49.619244,6.116911,,Point,Avenue de la Faïencerie,Limpertsberg,2,5,node/3762454011,#FF0000,
49.636067,6.174472,,Point,,Kirchberg,0,5,node/3812356512,#FFD700,
49.631651,6.177688,,Point,Boulevard Pierre Werner,Neudorf-Weimershof,2,5,node/3817651317,#FF0000,
49.638108,6.131902,,Point,Rue Henri Heymanns,Beggen,12,5,node/3880845359,#FF0000,
49.611424,6.141429,,Point,Rue de la Tour Jacob,Clausen,0,5,node/4057351186,#FFD700,
49.621541,6.11337,,Point,Rue Léandre Lacroix,Limpertsberg,10,5,node/4144003502,#FFD700,
49.608262,6.111794,,Point,Rue Bernard Haal,Belair,2,5,node/4196740708,#FF0000,
49.590225,6.106225,,Point,Rue de Cessange,Cessange,2,5,node/4354413302,#FF0000,
49.628645,6.173948,,Point,Rue André Vésale,Neudorf-Weimershof,2,5,node/4384664812,#FF0000,
49.598864,6.104713,,Point,Rue de Bouillon,Hollerich,2,5,node/4757303110,#FF0000,
49.61488,6.128665,,Point,Avenue Jean-Pierre Pescatore,Ville-Haute,2,6,node/4846432671,#FF0000,
49.612161,6.097572,,Point,Rue des Aubépines,Merl,2,6,node/4918200027,#FF0000,
49.606673,6.137115,,Point,Rue de Prague,Grund,0,5,node/4924214655,#FFD700,
49.603218,6.134302,,Point,Rue Bender,Gare,12,6,node/4930187426,#FF0000,
49.603034,6.134197,,Point,Rue de Bonnevoie,Gare,12,6,node/4930187534,#FF0000,
49.619862,6.151912,,Point,Rue des Muguets,Neudorf-Weimershof,2,5,node/5243194370,#FF0000,
49.6111,6.142988,,Point,Rue de Trèves,Grund,12,5,node/5243223651,#FF0000,
49.612735,6.139849,,Point,Montée de Clausen,Clausen,2,5,node/5243223654,#FF0000,
49.634476,6.16974,,Point,Rue Carlo Hemmer,Kirchberg,12,5,node/5245735227,#FF0000,
49.634326,6.138644,,Point,Rue du Château,Dommeldange,2,5,node/5248110493,#FF0000,
49.635522,6.14381,,Point,Route d'Echternach,Dommeldange,0,5,node/5248110932,#FFD700,
49.588057,6.116122,,Point,Route d'Esch,Gasperich,2,5,node/5253128179,#FF0000,
49.586911,6.118143,,Point,,Gasperich,0,10,node/5307220852,#FFD700,
49.580035,6.116132,,Point,Rue Émile Bian,Gasperich,2,10,node/5307221043,#FF0000,
49.635191,6.138422,,Point,Rue Nicolas Hein,Dommeldange,2,5,node/5376621107,#FF0000,
49.621539,6.117546,,Point,Rue Evrard Ketten,Limpertsberg,2,9,node/5415221547,#FF0000,
49.582938,6.123326,,Point,Boulevard Friedrich Wilhelm Raiffeisen,Gasperich,2,10,node/5424145329,#FF0000,
49.583366,6.123145,,Point,Boulevard de Kockelscheuer,Gasperich,0,9,node/5424145335,#FFD700,
49.618918,6.102424,,Point,Rue Michel Engels,Rollingergrund,2,10,node/5442395600,#FF0000,
49.636581,6.174898,,Point,Rue Hugo Gernsback,Kirchberg,10,10,node/5442902356,#FFD700,
49.635966,6.175317,,Point,Rue Hugo Gernsback,Kirchberg,0,10,node/5442902373,#FFD700,
49.635891,6.175185,,Point,Rue Hugo Gernsback,Kirchberg,0,8,node/5442902376,#FFD700,
49.628597,6.16249,,Point,Rue Albert Borschette,Kirchberg,12,11,node/5467310642,#FF0000,
49.618859,6.141315,,Point,,Kirchberg,0,13,node/5573513437,#FFD700,
49.618532,6.097243,,Point,Rue Pierre Federspiel,Rollingergrund,12,8,node/5756418501,#FF0000,
49.627739,6.107457,,Point,Rue de Rollingergrund,Muhlenbach,12,8,node/5792603229,#FF0000,
49.62796,6.107431,,Point,Rue de Rollingergrund,Muhlenbach,12,8,node/5792603230,#FF0000,
49.600176,6.126781,,Point,Rue des États-Unis,Gare,12,10,node/5796531840,#FF0000,
49.584807,6.118428,,Point,Rue Robert Stumper,Gasperich,0,11,node/5809269359,#FFD700,
49.584818,6.118062,,Point,Rue Robert Stumper,Gasperich,0,6,node/5809269361,#FFD700,
49.622976,6.116066,,Point,Rue Léandre Lacroix,Limpertsberg,12,6,node/5893140522,#FF0000,
49.60624,6.127302,,Point,,Clausen,2,6,node/5991636125,#FF0000,
49.606937,6.126733,,Point,,Clausen,0,6,node/5991636126,#FFD700,
49.603736,6.125276,,Point,Rue Adolphe Fischer,Gare,2,6,node/5991636127,#FF0000,
49.598392,6.129241,,Point,Rue du Fort Wedell,Gare,12,5,node/5991636130,#FF0000,
49.599102,6.142617,,Point,Rue Auguste Charles,Bonnevoie,12,5,node/6028550609,#FF0000,
49.606834,6.129457,,Point,Rue Goethe,Gare,2,6,node/6028550611,#FF0000,
49.6091,6.125232,,Point,Avenue Marie-Thérèse,Ville-Haute,0,7,node/6028550612,#FFD700,
49.621682,6.117803,,Point,Rue Michel Lentz,Limpertsberg,2,8,node/6028550613,#FF0000,
49.623004,6.119507,,Point,Rue Michel Lentz,Limpertsberg,2,8,node/6028550614,#FF0000,
49.620876,6.182917,,Point,Rue Cents,Cents,2,6,node/6069810411,#FF0000,
49.596449,6.152334,,Point,Boulevard Kaltreis,Bonnevoie,12,6,node/6069810414,#FF0000,
49.59838,6.146902,,Point,Rue Pierre Krier,Bonnevoie,2,6,node/6069810416,#FF0000,
49.602861,6.140285,,Point,Rue du Verger,Verlorenkost,0,6,node/6069810417,#FFD700,
